timestamp,flow,protocol,final_risk,ml_prob,stat_score,iforest_risk
1768932472.248836,38.106.231.208_192.168.1.132_HTTPS,HTTPS,62.0,62.0,12.99,78.62
1768932472.284535,192.168.1.132_38.106.231.208_HTTPS,HTTPS,60.0,60.0,16.69,86.15
1768932472.5086358,192.168.1.132_38.106.231.208_HTTPS,HTTPS,60.67,60.67,16.93,81.75
1768932473.4958239,38.106.231.208_192.168.1.132_HTTPS,HTTPS,60.67,60.67,13.83,72.54
1768932473.5240066,38.106.231.208_192.168.1.132_HTTPS,HTTPS,62.0,62.0,13.77,75.78
1768932474.5181077,38.106.231.208_192.168.1.132_HTTPS,HTTPS,64.0,64.0,14.15,70.53
1768932474.782204,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.0,70.46
1768932474.817214,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.57,69.43
1768932475.0490422,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.53,69.36
1768932475.0760162,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.53,68.54
1768932475.3203373,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.53,64.86
1768932475.3508644,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.68,67.81
1768932475.3732922,38.106.231.208_192.168.1.132_HTTPS,HTTPS,67.33,67.33,14.51,71.11
1768932475.8225641,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.41,67.04
1768932476.1030858,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.41,67.11
1768932476.1261444,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.54,66.97
1768932476.3791661,38.106.231.208_192.168.1.132_HTTPS,HTTPS,68.67,68.67,14.54,66.99
1768932896.7850852,192.168.1.132_224.0.0.251_UDP,UDP,72.67,72.67,4.29,232.41
1768932903.9825673,192.168.1.132_224.0.0.251_UDP,UDP,72.67,72.67,4.29,229.88
