timestamp,flow,ipd
1768933407.3432667,192.168.1.132_8.8.8.8_17,0.0
1768933407.3443685,192.168.1.132_8.8.8.8_17,0.0011017322540283203
1768933407.3453832,192.168.1.132_104.208.16.90_6,0.0
1768933407.346381,192.168.1.132_104.208.16.90_6,0.000997781753540039
1768933407.3473842,192.168.1.132_104.208.16.90_6,0.001003265380859375
1768933407.35989,8.8.8.8_192.168.1.132_17,0.002081155776977539
1768933407.3619065,8.8.8.8_192.168.1.132_17,0.0020165443420410156
1768933407.5861259,104.208.16.90_192.168.1.132_6,0.000995635986328125
1768933407.6035442,104.208.16.90_192.168.1.132_6,0.017418384552001953
1768933407.6047194,192.168.1.132_104.208.16.90_6,0.25733518600463867
1768933407.896834,104.208.16.90_192.168.1.132_6,0.2932896614074707
1768933412.8603723,192.168.1.132_34.139.124.58_6,0.2505173683166504
1768933412.8625078,192.168.1.132_34.139.124.58_6,0.0021355152130126953
1768933412.8625078,192.168.1.132_34.139.124.58_6,0.0
1768933412.9221146,192.168.1.132_34.139.124.58_6,0.05960679054260254
1768933413.1101673,34.139.124.58_192.168.1.132_6,0.25118494033813477
1768933413.1156807,34.139.124.58_192.168.1.132_6,0.005513429641723633
1768933413.1167336,34.139.124.58_192.168.1.132_6,0.0010528564453125
1768933413.1187317,34.139.124.58_192.168.1.132_6,0.0019981861114501953
1768933413.1187317,192.168.1.132_34.139.124.58_6,0.19661712646484375
1768933413.1197357,192.168.1.132_34.139.124.58_6,0.0010039806365966797
1768933413.1207316,192.168.1.132_34.139.124.58_6,0.0009958744049072266
1768933413.1217349,192.168.1.132_34.139.124.58_6,0.001003265380859375
1768933413.1227314,192.168.1.132_34.139.124.58_6,0.0009965896606445312
1768933413.1706438,34.139.124.58_192.168.1.132_6,0.05191206932067871
1768933413.296732,192.168.1.129_255.255.255.255_17,5.133141040802002
1768933413.3709247,34.139.124.58_192.168.1.132_6,0.20028090476989746
1768933413.3719268,34.139.124.58_192.168.1.132_6,0.0010020732879638672
1768933413.3729255,34.139.124.58_192.168.1.132_6,0.0009987354278564453
1768933413.3739684,34.139.124.58_192.168.1.132_6,0.0010428428649902344
1768933413.375148,34.139.124.58_192.168.1.132_6,0.0011796951293945312
1768933413.375148,192.168.1.132_34.139.124.58_6,0.25241661071777344
1768933413.3761573,192.168.1.132_34.139.124.58_6,0.001009225845336914
1768933413.3781726,192.168.1.132_34.139.124.58_6,0.002015352249145508
1768933413.3791726,192.168.1.132_34.139.124.58_6,0.0009999275207519531
1768933413.3801725,192.168.1.132_34.139.124.58_6,0.0009999275207519531
1768933413.3811936,192.168.1.132_34.139.124.58_6,0.0010211467742919922
1768933413.6236541,34.139.124.58_192.168.1.132_6,0.2485060691833496
1768933413.6246564,34.139.124.58_192.168.1.132_6,0.0010023117065429688
1768933413.6336558,34.139.124.58_192.168.1.132_6,0.008999347686767578
1768933413.634662,34.139.124.58_192.168.1.132_6,0.0010061264038085938
1768933413.634662,192.168.1.132_34.139.124.58_6,0.25346827507019043
1768933413.6531503,34.139.124.58_192.168.1.132_6,0.018488407135009766
1768933413.6541488,34.139.124.58_192.168.1.132_6,0.0009984970092773438
1768933413.6553724,192.168.1.132_34.139.124.58_6,0.020710468292236328
1768933414.1842024,34.139.124.58_192.168.1.132_6,0.5300536155700684
1768933416.0524125,192.168.1.132_34.139.124.58_6,2.3970401287078857
1768933416.0524125,192.168.1.132_34.139.124.58_6,0.0
1768933416.0524125,192.168.1.132_34.139.124.58_6,0.0
1768933416.0524125,192.168.1.132_34.139.124.58_6,0.0
1768933416.233528,34.139.124.58_192.168.1.132_6,2.049325466156006
1768933416.3347433,34.139.124.58_192.168.1.132_6,0.10121536254882812
1768933416.336904,34.139.124.58_192.168.1.132_6,0.002160787582397461
1768933416.3447547,34.139.124.58_192.168.1.132_6,0.00785064697265625
1768933416.3460796,192.168.1.132_34.139.124.58_6,0.2936670780181885
1768933416.3471284,34.139.124.58_192.168.1.132_6,0.0023736953735351562
1768933416.4012675,192.168.1.132_34.139.124.58_6,0.05518794059753418
1768933418.4040759,192.168.1.129_255.255.255.255_17,5.107343912124634
1768933419.7549307,192.168.1.132_140.82.112.22_6,0.28828883171081543
1768933419.7570374,192.168.1.132_140.82.112.22_6,0.0021066665649414062
1768933420.002698,140.82.112.22_192.168.1.132_6,0.24876928329467773
1768933420.004705,140.82.112.22_192.168.1.132_6,0.002007007598876953
1768933420.0059772,192.168.1.132_140.82.112.22_6,0.24893975257873535
1768933420.0069776,140.82.112.22_192.168.1.132_6,0.0022726058959960938
1768933420.0079997,140.82.112.22_192.168.1.132_6,0.0010221004486083984
1768933420.0091505,192.168.1.132_140.82.112.22_6,0.003173351287841797
1768933420.0101588,192.168.1.132_140.82.112.22_6,0.0010082721710205078
1768933420.0111516,192.168.1.132_140.82.112.22_6,0.0009927749633789062
1768933420.0121899,192.168.1.132_140.82.112.22_6,0.0010383129119873047
1768933420.0131955,192.168.1.132_140.82.112.22_6,0.0010056495666503906
1768933420.014199,192.168.1.132_140.82.112.22_6,0.0010035037994384766
1768933420.0152001,192.168.1.132_140.82.112.22_6,0.001001119613647461
1768933420.0171907,192.168.1.132_140.82.112.22_6,0.0019905567169189453
1768933420.0181954,192.168.1.132_140.82.112.22_6,0.0010046958923339844
1768933420.2595928,140.82.112.22_192.168.1.132_6,0.25159311294555664
1768933420.2606115,140.82.112.22_192.168.1.132_6,0.0010187625885009766
1768933420.2618513,140.82.112.22_192.168.1.132_6,0.001239776611328125
1768933420.262925,192.168.1.132_140.82.112.22_6,0.24472951889038086
1768933420.2639172,140.82.112.22_192.168.1.132_6,0.002065896987915039
1768933420.2649255,34.139.124.58_192.168.1.132_6,3.917797088623047
1768933420.6365538,140.82.112.22_192.168.1.132_6,0.3726365566253662
1768933420.637894,140.82.112.22_192.168.1.132_6,0.0013401508331298828
1768933420.6388927,140.82.112.22_192.168.1.132_6,0.0009987354278564453
1768933420.64037,192.168.1.132_140.82.112.22_6,0.3774449825286865
1768933420.641533,192.168.1.132_140.82.112.22_6,0.0011630058288574219
1768933420.6425338,192.168.1.132_140.82.112.22_6,0.0010008811950683594
1768933420.885685,140.82.112.22_192.168.1.132_6,0.24679231643676758
1768933420.886689,140.82.112.22_192.168.1.132_6,0.0010039806365966797
1768933423.6908987,192.168.1.129_255.255.255.255_17,5.28682279586792
1768933428.3938968,34.139.124.58_192.168.1.132_6,8.128971338272095
1768933428.7041323,192.168.1.132_13.67.9.5_6,0.1071467399597168
1768933428.97059,192.168.1.129_255.255.255.255_17,5.279691457748413
